"No.","Time","Source","Destination","Protocol","Identification","Frame length on the wire","Time since previous frame"
"214","2022-03-11 10:56:28,016865393","192.168.2.10","192.168.2.6","UDP","0xdf38 (57144)","252","0.027017939"
"215","2022-03-11 10:56:28,043886118","192.168.2.10","192.168.2.6","UDP","0xdf41 (57153)","253","0.027020725"
"216","2022-03-11 10:56:28,070790696","192.168.2.10","192.168.2.6","UDP","0xdf44 (57156)","252","0.026904578"
"217","2022-03-11 10:56:28,097860263","192.168.2.10","192.168.2.6","UDP","0xdf56 (57174)","249","0.027069567"
"218","2022-03-11 10:56:28,124869637","192.168.2.10","192.168.2.6","UDP","0xdf70 (57200)","252","0.027009374"
"219","2022-03-11 10:56:28,151867649","192.168.2.10","192.168.2.6","UDP","0xdf77 (57207)","250","0.026998012"
"220","2022-03-11 10:56:28,178939999","192.168.2.10","192.168.2.6","UDP","0xdf7a (57210)","252","0.027072350"
"221","2022-03-11 10:56:28,205874242","192.168.2.10","192.168.2.6","UDP","0xdf86 (57222)","251","0.026934243"
"222","2022-03-11 10:56:28,232969961","192.168.2.10","192.168.2.6","UDP","0xdf8b (57227)","250","0.027095719"
"223","2022-03-11 10:56:28,259812490","192.168.2.10","192.168.2.6","UDP","0xdf8f (57231)","253","0.026842529"
"224","2022-03-11 10:56:28,286898392","192.168.2.10","192.168.2.6","UDP","0xdfa7 (57255)","252","0.027085902"
"225","2022-03-11 10:56:28,313895964","192.168.2.10","192.168.2.6","UDP","0xdfad (57261)","252","0.026997572"
"226","2022-03-11 10:56:28,340814301","192.168.2.10","192.168.2.6","UDP","0xdfb5 (57269)","252","0.026918337"
"227","2022-03-11 10:56:28,367857546","192.168.2.10","192.168.2.6","UDP","0xdfc2 (57282)","253","0.027043245"
"228","2022-03-11 10:56:28,396881034","192.168.2.10","192.168.2.6","UDP","0xdfc4 (57284)","252","0.029023488"
"229","2022-03-11 10:56:28,423792110","192.168.2.10","192.168.2.6","UDP","0xdfd3 (57299)","252","0.026911076"
"230","2022-03-11 10:56:28,450874214","192.168.2.10","192.168.2.6","UDP","0xdfe3 (57315)","252","0.027082104"
